id,name,city,country,iata,icao,lat,lon,alt
2314,Kanoya_Airport,Kanoya,Japan,\N,RJFY,31.36759949,130.8450012,214
2315,Tsuiki_Air_Field,Tsuiki,Japan,\N,RJFZ,33.68500137,131.0399933,55
2316,Amami_Airport,Amami,Japan,ASJ,RJKA,28.43059921,129.7129974,27
2317,Okierabu_Airport,Okierabu,Japan,\N,RJKB,27.42550087,128.701004,101
2318,Tokunoshima_Airport,Tokunoshima,Japan,TKN,RJKN,27.83639908,128.8809967,17
2319,Fukui_Airport,Fukui,Japan,\N,RJNF,36.14279938,136.223999,19
2320,Gifu_Airport,Gifu,Japan,\N,RJNG,35.39410019,136.8699951,128
2321,Hamamatsu_Airport,Hamamatsu,Japan,\N,RJNH,34.75019836,137.7030029,150
2322,Komatsu_Airport,Kanazawa,Japan,KMQ,RJNK,36.39459991,136.4069977,36
2323,Oki_Airport,Oki_Island,Japan,OKI,RJNO,36.18109894,133.3249969,311
2324,Toyama_Airport,Toyama,Japan,TOY,RJNT,36.64830017,137.1880035,95
2325,Shizuhama_Airport,Yaizu,Japan,\N,RJNY,34.81280136,138.2980042,23
2326,Hiroshima_Airport,Hiroshima,Japan,HIJ,RJOA,34.43610001,132.9190063,1088
2327,Okayama_Airport,Okayama,Japan,OKJ,RJOB,34.75690079,133.8549957,806
2328,Izumo_Airport,Izumo,Japan,IZO,RJOC,35.41360092,132.8899994,15
2329,Hofu_Airport,Hofu,Japan,\N,RJOF,34.03469849,131.548996,7
2330,Miho_Yonago_Airport,Miho,Japan,YGJ,RJOH,35.49219894,133.2359924,20
2332,Kochi_Ryoma_Airport,Kochi,Japan,KCZ,RJOK,33.54610062,133.6690063,42
2333,Matsuyama_Airport,Matsuyama,Japan,MYJ,RJOM,33.82720184,132.6999969,25
2334,Osaka_International_Airport,Osaka,Japan,ITM,RJOO,34.78549957,135.4380035,50
2335,Tottori_Airport,Tottori,Japan,TTJ,RJOR,35.53010178,134.1670074,65
2336,Tokushima_Airport,Tokushima,Japan,TKS,RJOS,34.13280106,134.6069946,26
2337,Takamatsu_Airport,Takamatsu,Japan,TAK,RJOT,34.21419907,134.0160065,607
2338,Yao_Airport,Osaka,Japan,\N,RJOY,34.59629822,135.6029968,39
2339,Ozuki_Airport,Ozuki,Japan,\N,RJOZ,34.04529953,131.052002,13
2340,Aomori_Airport,Aomori,Japan,AOJ,RJSA,40.73469925,140.6909943,664
2341,Yamagata_Airport,Yamagata,Japan,GAJ,RJSC,38.41189957,140.3710022,353
2342,Sado_Airport,Sado,Japan,SDS,RJSD,38.06019974,138.4140015,88
2343,Hachinohe_Airport,Hachinoe,Japan,\N,RJSH,40.5564003,141.4660034,152
2344,Hanamaki_Airport,Hanamaki,Japan,HNA,RJSI,39.42860031,141.1349945,297
2345,Akita_Airport,Akita,Japan,AXT,RJSK,39.61560059,140.2189941,313
2346,Misawa_Air_Base,Misawa,Japan,MSJ,RJSM,40.70320129,141.3679962,119
2347,Sendai_Airport,Sendai,Japan,SDJ,RJSS,38.13970184,140.9170074,15
2348,Matsushima_Air_Base,Matsushima,Japan,\N,RJST,38.4048996,141.2200012,7
2350,Atsugi_Naval_Air_Facility,Atsugi,Japan,\N,RJTA,35.45460129,139.4499969,205
2351,Tateyama_Airport,Tateyama,Japan,\N,RJTE,34.987099,139.828995,10
2352,Hachijojima_Airport,Hachijojima,Japan,HAC,RJTH,33.11500168,139.7859955,303
2353,Iruma_Air_Base,Iruma,Japan,\N,RJTJ,35.84189987,139.4109955,295
2354,Kisarazu_Airport,Kisarazu,Japan,\N,RJTK,35.39830017,139.9100037,10
2355,Shimofusa_Airport,Shimofusa,Japan,\N,RJTL,35.7989006,140.0110016,98
2356,Oshima_Airport,Oshima,Japan,OIM,RJTO,34.7820015,139.3600006,130
2358,Kastner_Army_Heliport,Zama,Japan,\N,RJTR,35.51380157,139.3939972,360
2359,Tokyo_Haneda_International_Airport,Tokyo,Japan,HND,RJTT,35.552299,139.779999,35
2360,Yokota_Air_Base,Yokota,Japan,OKO,RJTY,35.74850082,139.3480072,463
2361,Gwangju_Airport,Kwangju,South_Korea,KWJ,RKJJ,35.12639999,126.8089981,39
2364,Jeon_Ju_Airport,Jhunju,South_Korea,CHN,RKJU,35.8783989,127.1200027,96
2365,Yeosu_Airport,Yeosu,South_Korea,RSU,RKJY,34.84230042,127.6169968,53
2366,Sokcho_Airport,Sokch'o,South_Korea,SHO,RKND,38.14260101,128.598999,92
2367,Gangneung_Airport,Kangnung,South_Korea,KAG,RKNN,37.75360107,128.9440002,35
2370,Jeju_International_Airport,Cheju,South_Korea,CJU,RKPC,33.51129913,126.4929962,118
2371,Jinhae_Airport,Chinhae,South_Korea,\N,RKPE,35.14120102,128.6959991,8
2372,Gimhae_International_Airport,Busan,South_Korea,PUS,RKPK,35.17950058,128.9380035,6
2374,Ulsan_Airport,Ulsan,South_Korea,USN,RKPU,35.59349823,129.352005,45
2375,A_511_Airport,Pyongtaek,South_Korea,\N,RKSG,36.96220016,127.0309982,51
2376,Seoul_Air_Base,Seoul_East,South_Korea,SSN,RKSM,37.44580078,127.1139984,92
2377,Osan_Air_Base,Osan,South_Korea,OSN,RKSO,37.090599,127.029999,38
2378,Gimpo_International_Airport,Seoul,South_Korea,GMP,RKSS,37.55830002,126.7910004,58
2379,Suwon_Airport,Suwon,South_Korea,SWU,RKSW,37.23939896,127.0070038,88
2380,Pohang_Airport,Pohang,South_Korea,KPO,RKTH,35.98789978,129.4199982,70
2381,Daegu_Airport,Taegu,South_Korea,TAE,RKTN,35.89410019,128.6589966,116
2383,Yecheon_Airport,Yechon,South_Korea,YEC,RKTY,36.63190079,128.3549957,354
2384,Naha_Airport,Okinawa,Japan,OKA,ROAH,26.19580078,127.6460037,12
2385,Ie_Shima_Auxiliary_Air_Base,Iejima,Japan,\N,RODE,26.7257576,127.7649002,184
2386,Kadena_Air_Base,Kadena,Japan,DNA,RODN,26.3556,127.767998,143
2387,Ishigaki_Airport,Ishigaki,Japan,ISG,ROIG,24.34449959,124.1869965,93
2388,Kumejima_Airport,Kumejima,Japan,UEO,ROKJ,26.3635006,126.7139969,23
2389,Minami-Daito_Airport,Minami_Daito,Japan,MMD,ROMD,25.8465004,131.2630005,167
2390,Miyako_Airport,Miyako,Japan,MMY,ROMY,24.78280067,125.2949982,150
2391,Kitadaito_Airport,Kitadaito,Japan,KTD,RORK,25.94470024,131.3269959,80
2392,Shimojishima_Airport,Shimojishima,Japan,SHI,RORS,24.82670021,125.1449966,54
2393,Tarama_Airport,Tarama,Japan,\N,RORT,24.65390015,124.6750031,36
2394,Yoron_Airport,Yoron,Japan,RNJ,RORY,27.04400063,128.4019928,52
2396,Yonaguni_Airport,Yonaguni_Jima,Japan,OGN,ROYN,24.46689987,122.9779968,70
2397,Ninoy_Aquino_International_Airport,Manila,Philippines,MNL,RPLL,14.5086,121.019997,75
2399,Awang_Airport,Cotabato,Philippines,CBO,RPMC,7.165239811,124.2099991,189
2400,Cagayan_De_Oro_Airport,Ladag,Philippines,CGY,RPML,8.41562,124.611,601
2401,Pagadian_Airport,Pagadian,Philippines,PAG,RPMP,7.830731448,123.4611797,5
2402,General_Santos_International_Airport,Romblon,Philippines,GES,RPMR,6.058000088,125.0960007,505
2404,Zamboanga_International_Airport,Zamboanga,Philippines,ZAM,RPMZ,6.922420025,122.0599976,33
2405,Loakan_Airport,Baguio,Philippines,BAG,RPUB,16.37509918,120.6200027,4251
2406,Daet_Airport,Daet,Philippines,\N,RPUD,14.12919998,122.9800034,10
2407,Basa_Air_Base,Floridablanca,Philippines,\N,RPUF,14.98649979,120.4929962,151
2408,Lingayen_Airport,Lingayen,Philippines,\N,RPUG,16.03479958,120.2409973,7
2409,San_Jose_Airport,San_Jose,Philippines,SJI,RPUH,12.36149979,121.0469971,14
2410,Fernando_Air_Base,Lipa,Philippines,\N,RPUL,13.95499992,121.125,1220
2411,Mamburao_Airport,Mamburao,Philippines,\N,RPUM,13.20810032,120.6050034,13
2414,Vigan_Airport,Vigan,Philippines,\N,RPUQ,17.55529976,120.3560028,16
2415,Dr.Juan_C._Angara_Airport,Baler,Philippines,\N,RPUR,15.72980022,121.5,108
2421,Bagabag_Airport,Bagabag,Philippines,\N,RPUZ,16.61919975,121.2519989,820
2422,Daniel_Z._Romualdez_Airport,Tacloban,Philippines,TAC,RPVA,11.2276001,125.0279999,10
2423,Bacolod-Silay_City_International_Airport,Bacolod,Philippines,BCD,RPVB,10.7764,123.014999,82
2425,Sibulan_Airport,Dumaguete,Philippines,DGT,RPVD,9.333709717,123.3000031,15
2426,Godofredo_P._Ramos_Airport,Caticlan,Philippines,MPH,RPVE,11.9245,121.954002,7
2428,Guiuan_Airport,Guiuan,Philippines,\N,RPVG,11.03549957,125.7419968,7
2429,Iloilo_International_Airport,Iloilo,Philippines,ILO,RPVI,10.833017,122.493358,27
2430,Kalibo_International_Airport,Kalibo,Philippines,KLO,RPVK,11.67940044,122.3759995,14
2433,Puerto_Princesa_Airport,Puerto_Princesa,Philippines,PPS,RPVP,9.742119789,118.7590027,71
2435,Evelio_Javier_Airport,San_Jose,Philippines,\N,RPVS,10.76599979,121.9329987,23
2436,Comodoro_Pierrestegui_Airport,Concordia,Argentina,COC,SAAC,-31.2969,-57.9966,112
2437,Gualeguaychu_Airport,Gualeguaychu,Argentina,GHU,SAAG,-33.0103,-58.6131,75
2438,Junin_Airport,Junin,Argentina,\N,SAAJ,-34.5459,-60.9306,262
2439,General_Urquiza_Airport,Parana,Argentina,PRA,SAAP,-31.7948,-60.4804,242
2440,Islas_Malvinas_Airport,Rosario,Argentina,ROS,SAAR,-32.9036,-60.785,85
2441,Sauce_Viejo_Airport,Santa_Fe,Argentina,SFN,SAAV,-31.7117,-60.8117,55
2442,Jorge_Newbery_Airpark,Buenos_Aires,Argentina,AEP,SABE,-34.5592,-58.4156,18
2443,Ingeniero_Ambrosio_Taravella_Airport,Cordoba,Argentina,COR,SACO,-31.32360077,-64.20800018,1604
2444,Chamical_Airport,Gobernador_Gordillo,Argentina,\N,SACT,-30.34530067,-66.29360198,1502
2445,San_Fernando_Airport,San_Fernando,Argentina,\N,SADF,-34.4532,-58.5896,10
2446,Mariano_Moreno_Airport,Jose_C._Paz,Argentina,\N,SADJ,-34.5606,-58.7896,105
2447,La_Plata_Airport,La_Plata,Argentina,LPG,SADL,-34.9722,-57.8947,72
2448,Moron_Airport,Moron,Argentina,\N,SADM,-34.6763,-58.6428,95
2449,El_Palomar_Airport,El_Palomar,Argentina,\N,SADP,-34.6099,-58.6126,59
2450,Chos_Malal_Airport,Chosmadal,Argentina,\N,SAHC,-37.44469833,-70.22250366,2788
2451,Dr._Arturo_H._Illia_Airport,Fuerte_Gral_Roca,Argentina,\N,SAHR,-39.0007019,-67.62049866,852
2452,El_Plumerillo_Airport,Mendoza,Argentina,MDZ,SAME,-32.83169937,-68.79290009,2310
2453,Comodoro_D.R._Salom'on_Airport,Malargue,Argentina,LGS,SAMM,-35.49359894,-69.57430267,4685
2454,Suboficial_Ay_Santiago_Germano_Airport,San_Rafael,Argentina,AFA,SAMR,-34.588299,-68.4039,2470
2455,Catamarca_Airport,Catamarca,Argentina,CTC,SANC,-28.59560013,-65.75170136,1522
2456,Vicecomodoro_Angel_D._La_Paz_Aragon'es_Airport,Santiago_Del_Estero,Argentina,SDE,SANE,-27.76555634,-64.30999756,656
2457,Tinogasta_Airport,Tinogasta,Argentina,\N,SANI,-28.03779984,-67.58029938,3968
2458,Capitan_V_A_Almonacid_Airport,La_Rioja,Argentina,IRJ,SANL,-29.38159943,-66.79579926,1437
2459,Chilecito_Airport,Chilecito,Argentina,\N,SANO,-29.22389984,-67.43890381,3099
2460,Teniente_Benjamin_Matienzo_Airport,Tucuman,Argentina,TUC,SANT,-26.8409,-65.104897,1493
2461,Domingo_Faustino_Sarmiento_Airport,San_Julian,Argentina,UAQ,SANU,-31.571501,-68.418198,1958
2462,Area_De_Material_Airport,Rio_Cuarto,Argentina,RCU,SAOC,-33.08509827,-64.26129913,1380
2463,Villa_Dolores_Airport,Villa_Dolores,Argentina,VDR,SAOD,-31.94519997,-65.14630127,1847
2464,La_Quiaca_Airport,Laboulaye,Argentina,\N,SAOL,-22.15060043,-65.57749939,11414
2465,Marcos_Juarez_Airport,Marcos_Juarez,Argentina,\N,SAOM,-32.6836,-62.1578,360
2466,Villa_Reynolds_Airport,Villa_Reynolds,Argentina,\N,SAOR,-33.72990036,-65.38739777,1591
2467,Brigadier_Mayor_D_Cesar_Raul_Ojeda_Airport,San_Luis,Argentina,LUQ,SAOU,-33.27320099,-66.35639954,2328
2468,Corrientes_Airport,Corrientes,Argentina,CNQ,SARC,-27.4455,-58.7619,202
2469,Resistencia_International_Airport,Resistencia,Argentina,RES,SARE,-27.45,-59.0561,173
2470,Formosa_Airport,Formosa,Argentina,FMA,SARF,-26.2127,-58.2281,193
2471,Cataratas_Del_Iguaz'u_International_Airport,Iguazu_Falls,Argentina,IGR,SARI,-25.73730087,-54.47340012,916
2472,Paso_De_Los_Libres_Airport,Paso_De_Los_Libres,Argentina,AOL,SARL,-29.6894,-57.1521,230
2473,Monte_Caseros_Airport,Monte_Caseros,Argentina,\N,SARM,-30.2719,-57.6402,170
2474,Libertador_Gral_D_Jose_De_San_Martin_Airport,Posadas,Argentina,PSS,SARP,-27.3858,-55.9707,430
2476,Martin_Miguel_De_Guemes_International_Airport,Salta,Argentina,SLA,SASA,-24.8560009,-65.48619843,4088
2477,Gobernador_Horacio_Guzman_International_Airport,Jujuy,Argentina,JUJ,SASJ,-24.39279938,-65.09780121,3019
2478,Or'an_Airport,Oran,Argentina,ORA,SASO,-23.15279961,-64.32920074,1171
2479,Laboulaye_Airport,La_Quiaca,Argentina,\N,SASQ,-34.13539886,-63.36230087,449
2481,El_Dorado_Airport,El_Dorado,Argentina,\N,SATD,-26.39749908,-54.5746994,685
2482,Goya_Airport,Goya,Argentina,\N,SATG,-29.1058,-59.2189,128
2483,Ober'a_Airport,Obera,Argentina,\N,SATO,-27.51819992,-55.12419891,1125
2484,Reconquista_Airport,Reconquista,Argentina,\N,SATR,-29.2103,-59.68,160
2485,Curuzu_Cuatia_Airport,Curuzu_Cuatia,Argentina,\N,SATU,-29.7706,-57.9789,229
2486,El_Bolson_Airport,El_Bolson,Argentina,EHL,SAVB,-41.94319916,-71.53230286,1141
2487,General_E._Mosconi_Airport,Comodoro_Rivadavia,Argentina,CRD,SAVC,-45.7853,-67.4655,189
2488,Brigadier_Antonio_Parodi_Airport,Esquel,Argentina,EQS,SAVE,-42.90800095,-71.13950348,2621
2490,Almirante_Marco_Andres_Zar_Airport,Trelew,Argentina,REL,SAVT,-43.2105,-65.2703,141
2491,Gobernador_Castello_Airport,Viedma,Argentina,VDM,SAVV,-40.8692,-63.0004,20
2492,El_Tehuelche_Airport,Puerto_Madryn,Argentina,PMY,SAVY,-42.7592,-65.1027,427
2493,Marambio_Base,Marambio_Base,Antarctica,\N,SAWB,-64.23829651,-56.63079834,760
2494,Puerto_Deseado_Airport,Puerto_Deseado,Argentina,PUD,SAWD,-47.7353,-65.9041,268
2495,Hermes_Quijada_International_Airport,Rio_Grande,Argentina,RGA,SAWE,-53.7777,-67.7494,65
2496,Piloto_Civil_N._Fern'andez_Airport,Rio_Gallegos,Argentina,RGL,SAWG,-51.6089,-69.3126,61
2497,Malvinas_Argentinas_Airport,Ushuaia,Argentina,USH,SAWH,-54.8433,-68.2958,102
2498,Capitan_D_Daniel_Vazquez_Airport,San_Julian,Argentina,ULA,SAWJ,-49.3068,-67.8026,203
2499,Perito_Moreno_Airport,Perito_Moreno,Argentina,PMQ,SAWP,-46.53789902,-70.97869873,1410
2500,Santa_Cruz_Airport,Santa_Cruz,Argentina,RZA,SAWU,-50.0165,-68.5792,364
2501,Comandante_Espora_Airport,Bahia_Blanca,Argentina,BHI,SAZB,-38.725,-62.1693,246
2502,Brigadier_D.H.E._Ruiz_Airport,Colonel_Suarez,Argentina,\N,SAZC,-37.446098,-61.889301,767
2503,Olavarria_Airport,Olavarria,Argentina,\N,SAZF,-36.88999939,-60.21659851,551
2504,General_Pico_Airport,General_Pico,Argentina,\N,SAZG,-35.69620132,-63.75830078,459
2505,Tres_Arroyos_Airport,Tres_Arroyos,Argentina,\N,SAZH,-38.3869,-60.3297,400
2506,Bolivar_Airport,Bolivar,Argentina,\N,SAZI,-36.1866,-61.0764,308
2508,'Astor_Piazzola_International_Airport,Mar_Del_Plata,Argentina,MDQ,SAZM,-37.9342,-57.5733,72
2509,Presidente_Peron_Airport,Neuquen,Argentina,NQN,SAZN,-38.94900131,-68.15570068,895
2511,Comodoro_Pedro_Zanni_Airport,Pehuajo,Argentina,\N,SAZP,-35.8446,-61.8576,278
2512,Santa_Rosa_Airport,Santa_Rosa,Argentina,RSA,SAZR,-36.588299,-64.275703,630
2513,San_Carlos_De_Bariloche_Airport,San_Carlos_De_Bariloche,Argentina,BRC,SAZS,-41.15119934,-71.15750122,2774
2514,H'eroes_De_Malvinas_Airport,Tandil,Argentina,TDL,SAZT,-37.23740005,-59.22790146,574
2515,Villa_Gesell_Airport,Villa_Gesell,Argentina,VLG,SAZV,-37.2354,-57.0292,32
2516,Cutral-Co_Airport,Cutralco,Argentina,\N,SAZW,-38.93970108,-69.26460266,2132
2517,Aviador_C._Campos_Airport,San_Martin_Des_Andes,Argentina,CPC,SAZY,-40.07540131,-71.13729858,2569
2518,Conceic~ao_do_Araguaia_Airport,Conceicao_Do_Araguaia,Brazil,CDJ,SBAA,-8.348349571,-49.30149841,653
2519,Campo_D'elio_Jardim_de_Mattos_Airport,Rio_De_Janeiro,Brazil,\N,SBAF,-22.875099,-43.384701,110
2520,Amap'a_Airport,Amapa,Brazil,\N,SBAM,2.07751,-50.8582,45
2521,Araraquara_Airport,Araracuara,Brazil,AQA,SBAQ,-21.81200027,-48.13299942,2334
2522,Santa_Maria_Airport,Aracaju,Brazil,AJU,SBAR,-10.98400021,-37.07030106,23
2524,Piloto_Osvaldo_Marques_Dias_Airport,Alta_Floresta,Brazil,AFL,SBAT,-9.866389275,-56.10499954,948
2525,Aracatuba_Airport,Aracatuba,Brazil,ARU,SBAU,-21.1413002,-50.42470169,1361
2526,Val_de_Cans/J'ulio_Cezar_Ribeiro_International_Airport,Belem,Brazil,BEL,SBBE,-1.37925005,-48.47629929,54
2527,Comandante_Gustavo_Kraemer_Airport,Bage,Brazil,BGX,SBBG,-31.39049911,-54.11220169,600
2528,Pampulha_-_Carlos_Drummond_de_Andrade_Airport,Belo_Horizonte,Brazil,PLU,SBBH,-19.8512001,-43.95059967,2589
2529,Bacacheri_Airport,Curitiba,Brazil,BFH,SBBI,-25.40509987,-49.23199844,3057
2530,Major_Brigadeiro_Doorgal_Borges_Airport,Barbacena,Brazil,\N,SBBQ,-21.26720047,-43.76110077,3657
2531,Presidente_Juscelino_Kubistschek_International_Airport,Brasilia,Brazil,BSB,SBBR,-15.86916733,-47.92083359,3497
2532,Bauru_Airport,Bauru,Brazil,BAU,SBBU,-22.34499931,-49.05379868,2025
2533,Atlas_Brasil_Cantanhede_Airport,Boa_Vista,Brazil,BVB,SBBV,2.841388941,-60.6922226,276
2534,Barra_do_Garcas_Airport,Barra_Do_Garcas,Brazil,\N,SBBW,-15.86130047,-52.38890076,1147
2535,Cascavel_Airport,Cascavel,Brazil,CAC,SBCA,-25.00029945,-53.50080109,2473
2536,Cachimbo_Airport,Itaituba,Brazil,\N,SBCC,-9.333939552,-54.9654007,1762
2537,Tancredo_Neves_International_Airport,Belo_Horizonte,Brazil,CNF,SBCF,-19.62444305,-43.9719429,2715
2538,Campo_Grande_Airport,Campo_Grande,Brazil,CGR,SBCG,-20.46870041,-54.67250061,1833
2539,Serafin_Enoss_Bertaso_Airport,Chapeco,Brazil,XAP,SBCH,-27.13419914,-52.65660095,2146
2540,Brig._Lysias_Augusto_Rodrigues_Airport,Carolina,Brazil,CLN,SBCI,-7.320439816,-47.45869827,565
2541,Diom'icio_Freitas_Airport,Criciuma,Brazil,CCM,SBCM,-28.72444344,-49.42139053,93
2542,Canoas_Air_Force_Base,Porto_Alegre,Brazil,\N,SBCO,-29.945928,-51.144413,26
2543,Bartolomeu_Lisandro_Airport,Campos,Brazil,CAW,SBCP,-21.69829941,-41.30170059,57
2544,Corumb'a_International_Airport,Corumba,Brazil,CMG,SBCR,-19.01194382,-57.67139053,461
2545,Afonso_Pena_Airport,Curitiba,Brazil,CWB,SBCT,-25.5284996,-49.17580032,2988
2546,Caravelas_Airport,Caravelas,Brazil,CRQ,SBCV,-17.65229988,-39.25310135,36
2547,Hugo_Cantergiani_Regional_Airport,Caxias_Do_Sul,Brazil,CXJ,SBCX,-29.19709969,-51.1875,2472
2548,Marechal_Rondon_Airport,Cuiaba,Brazil,CGB,SBCY,-15.65289974,-56.11669922,617
2549,Cruzeiro_do_Sul_Airport,Cruzeiro_do_Sul,Brazil,CZS,SBCZ,-7.599909782,-72.76950073,637
2550,Presidente_Prudente_Airport,President_Prudente,Brazil,PPB,SBDN,-22.17510033,-51.42459869,1477
2551,Eduardo_Gomes_International_Airport,Manaus,Brazil,MAO,SBEG,-3.038609982,-60.04970169,264
2552,Jacareacanga_Airport,Jacare-acanga,Brazil,\N,SBEK,-6.233160019,-57.77690125,323
2553,S~ao_Pedro_da_Aldeia_Airport,Sao_Pedro_Da_Aldeia,Brazil,\N,SBES,-22.81290054,-42.09260178,61
2554,Cataratas_International_Airport,Foz_Do_Iguacu,Brazil,IGU,SBFI,-25.60027885,-54.48500061,786
2555,Herc'ilio_Luz_International_Airport,Florianopolis,Brazil,FLN,SBFL,-27.67027855,-48.55250168,16
2556,Fernando_de_Noronha_Airport,Fernando_Do_Noronha,Brazil,FEN,SBFN,-3.854929924,-32.4233017,193
2558,Furnas_Airport,Alpinopolis,Brazil,\N,SBFU,-20.70280075,-46.33530045,2413
2559,Pinto_Martins_International_Airport,Fortaleza,Brazil,FOR,SBFZ,-3.776279926,-38.5326004,82
2560,Rio_Gale~ao_-_Tom_Jobim_International_Airport,Rio_De_Janeiro,Brazil,GIG,SBGL,-22.80999947,-43.25055695,28
2561,Guajar'a-Mirim_Airport,Guajara-mirim,Brazil,\N,SBGM,-10.78639984,-65.28479767,478
2562,Santa_Genoveva_Airport,Goiania,Brazil,GYN,SBGO,-16.63199997,-49.22069931,2450
2563,EMBRAER_-_Unidade_Gavi~ao_Peixoto_Airport,Macae,Brazil,\N,SBGP,-21.77370071,-48.40510178,1998
2564,Guarulhos_-_Governador_Andr'e_Franco_Montoro_International_Airport,Sao_Paulo,Brazil,GRU,SBGR,-23.43555641,-46.47305679,2459
2565,Guaratinguet'a_Airport,Guaratingueta,Brazil,\N,SBGW,-22.79159927,-45.20479965,1761
2566,Altamira_Airport,Altamira,Brazil,ATM,SBHT,-3.253910065,-52.25400162,369
2567,Itacoatiara_Airport,Itaituba,Brazil,\N,SBIC,-3.12725997,-58.48120117,142
2568,Itaituba_Airport,Itaituba,Brazil,ITB,SBIH,-4.242340088,-56.0007019,110
2569,Bahia_-_Jorge_Amado_Airport,Ilheus,Brazil,IOS,SBIL,-14.81599998,-39.03319931,15
2570,Usiminas_Airport,Ipatinga,Brazil,IPN,SBIP,-19.47069931,-42.48759842,784
2571,Francisco_Vilela_do_Amaral_Airport,Itumbiara,Brazil,\N,SBIT,-18.44470024,-49.21340179,1630
2572,Prefeito_Renato_Moreira_Airport,Imperatriz,Brazil,IMP,SBIZ,-5.531290054,-47.45999908,432
2573,Bel'em/Brigadeiro_Prot'asio_de_Oliveira_Airport,Belem,Brazil,\N,SBJC,-1.414160013,-48.46070099,52
2574,Francisco_de_Assis_Airport,Juiz_De_Fora,Brazil,JDF,SBJF,-21.79150009,-43.38679886,2989
2575,Presidente_Castro_Pinto_International_Airport,Joao_Pessoa,Brazil,JPA,SBJP,-7.145833015,-34.94861221,217
2576,Lauro_Carneiro_de_Loyola_Airport,Joinville,Brazil,JOI,SBJV,-26.22450066,-48.79740143,15
2577,Presidente_Jo~ao_Suassuna_Airport,Campina_Grande,Brazil,CPV,SBKG,-7.269919872,-35.89640045,1646
2578,Viracopos_International_Airport,Campinas,Brazil,VCP,SBKP,-23.00740051,-47.1344986,2170
2579,Lages_Airport,Lajes,Brazil,\N,SBLJ,-27.78210068,-50.28150177,3065
2580,Lins_Airport,Lins,Brazil,LIP,SBLN,-21.66399956,-49.73049927,1559
2581,Governador_Jos'e_Richa_Airport,Londrina,Brazil,LDB,SBLO,-23.33359909,-51.13010025,1867
2582,Bom_Jesus_da_Lapa_Airport,Bom_Jesus_Da_Lapa,Brazil,LAZ,SBLP,-13.26210022,-43.40810013,1454
2583,Lagoa_Santa_Airport,Lagoa_Santa,Brazil,\N,SBLS,-19.66160011,-43.89640045,2795
2584,Jo~ao_Correa_da_Rocha_Airport,Maraba,Brazil,MAB,SBMA,-5.368589878,-49.13800049,357
2585,Monte_Dourado_Airport,Almeirim,Brazil,\N,SBMD,-0.889838994,-52.60219955,677
2586,Regional_de_Maring'a_-_S'ilvio_Nane_Junior_Airport,Maringa,Brazil,MGF,SBMG,-23.4794445,-52.01222229,1788
2587,M'ario_Ribeiro_Airport,Montes_Claros,Brazil,MOC,SBMK,-16.70689964,-43.81890106,2191
2589,Ponta_Pelada_Airport,Manaus,Brazil,PLL,SBMN,-3.146039963,-59.98630142,267
2590,Zumbi_dos_Palmares_Airport,Maceio,Brazil,MCZ,SBMO,-9.510809898,-35.79169846,387
2591,Alberto_Alcolumbre_Airport,Macapa,Brazil,MCP,SBMQ,0.050664,-51.07220078,56
2592,Dix-Sept_Rosado_Airport,Mocord,Brazil,MVF,SBMS,-5.201920032,-37.36429977,76
2593,Campo_de_Marte_Airport,Sao_Paulo,Brazil,\N,SBMT,-23.50909996,-46.63779831,2368
2594,Manicor'e_Airport,Manicore,Brazil,MNX,SBMY,-5.81137991,-61.27830124,174
2595,Ministro_Victor_Konder_International_Airport,Navegantes,Brazil,NVT,SBNF,-26.87999916,-48.65140152,18
2596,Santo_^Angelo_Airport,Santo_Angelo,Brazil,GEL,SBNM,-28.28170013,-54.16910172,1056
2597,Governador_Alu'izio_Alves_International_Airport,Natal,Brazil,NAT,SBSG,-5.768056,-35.376111,272
2598,Oiapoque_Airport,Oioiapoque,Brazil,\N,SBOI,3.855489969,-51.7969017,63
2599,Salgado_Filho_Airport,Porto_Alegre,Brazil,POA,SBPA,-29.99440002,-51.17139816,11
2600,Prefeito_Doutor_Jo~ao_Silva_Filho_Airport,Parnaiba,Brazil,\N,SBPB,-2.893749952,-41.73199844,16
2601,Pocos_de_Caldas_-_Embaixador_Walther_Moreira_Salles_Airport,Pocos_De_Caldas,Brazil,POO,SBPC,-21.84300041,-46.56790161,4135
2602,Lauro_Kurtz_Airport,Passo_Fundo,Brazil,PFB,SBPF,-28.24399948,-52.32659912,2376
2603,Jo~ao_Sim~oes_Lopes_Neto_International_Airport,Pelotas,Brazil,PET,SBPK,-31.71839905,-52.32770157,59
2604,Senador_Nilo_Coelho_Airport,Petrolina,Brazil,PNZ,SBPL,-9.362409592,-40.56909943,1263
2605,Porto_Nacional_Airport,Porto_Nacional,Brazil,PNB,SBPN,-10.71940041,-48.39970016,870
2606,Ponta_Por~a_Airport,Ponta_Pora,Brazil,PMG,SBPP,-22.5496006,-55.70259857,2156
2607,Governador_Jorge_Teixeira_de_Oliveira_Airport,Porto_Velho,Brazil,PVH,SBPV,-8.709289551,-63.90230179,290
2609,Pl'acido_de_Castro_Airport,Rio_Branco,Brazil,RBR,SBRB,-9.868888855,-67.89805603,633
2610,Guararapes_-_Gilberto_Freyre_International_Airport,Recife,Brazil,REC,SBRF,-8.126489639,-34.92359924,33
